tree_ID,year,treatment,assessment,block,family,class,compound,mass_type,mass
1358,2019,FFE+EMF,pre_rust,4,ENDO-159,monoterpene,a_terpineol,ww,88.985
1358,2019,FFE+EMF,pre_rust,4,ENDO-159,monoterpene,a_terpineol,dw,146.069
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,B_phelandrene,ww,120.858
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,B_phelandrene,dw,190.409
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,a_pinene,ww,350.096
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,a_pinene,dw,574.686
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,camphene,ww,13.506
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,camphene,dw,22.17
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,B_pinene,ww,736.111
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,B_pinene,dw,1208.33
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,X3_carene,ww,2.49
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,X3_carene,dw,4.088
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,myrcene,ww,46.743
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,myrcene,dw,76.73
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,a_terpinene,ww,1.054
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,a_terpinene,dw,1.73
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,limonene,ww,56.418
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,limonene,dw,92.61
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,y_terpinene,ww,0
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,y_terpinene,dw,0
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,cymene,ww,0.287
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,cymene,dw,0.472
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,terpinolene,ww,27.49
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,terpinolene,dw,45.126
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,bornyl_acetate,ww,33.716
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,bornyl_acetate,dw,55.346
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,a_terpineol,ww,0
1359,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,a_terpineol,dw,0
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,B_phelandrene,ww,127.455
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,B_phelandrene,dw,210.22
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,a_pinene,ww,402.011
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,a_pinene,dw,659.906
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,camphene,ww,15.326
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,camphene,dw,25.157
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,B_pinene,ww,536.494
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,B_pinene,dw,880.66
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,X3_carene,ww,0
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,X3_carene,dw,0
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,myrcene,ww,53.831
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,myrcene,dw,88.365
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,a_terpinene,ww,1.628
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,a_terpinene,dw,2.673
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,limonene,ww,55.843
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,limonene,dw,91.667
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,y_terpinene,ww,1.054
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,y_terpinene,dw,1.73
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,cymene,ww,0
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,cymene,dw,0
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,terpinolene,ww,31.13
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,terpinolene,dw,51.101
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,bornyl_acetate,ww,48.659
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,bornyl_acetate,dw,79.874
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,a_terpineol,ww,8.908
1360,2019,FFE+EMF,pre_rust,4,ENDO-160,monoterpene,a_terpineol,dw,14.623
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,B_phelandrene,ww,154.142
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,B_phelandrene,dw,245.755
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,a_pinene,ww,1081.32
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,a_pinene,dw,1775
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,camphene,ww,21.839
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,camphene,dw,35.849
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,B_pinene,ww,1176.15
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,B_pinene,dw,1930.66
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,X3_carene,ww,140.23
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,X3_carene,dw,230.189
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,myrcene,ww,59.579
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,myrcene,dw,97.799
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,a_terpinene,ww,2.395
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,a_terpinene,dw,3.931
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,limonene,ww,74.713
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,limonene,dw,122.642
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,y_terpinene,ww,2.682
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,y_terpinene,dw,4.403
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,cymene,ww,0.383
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,cymene,dw,0.629
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,terpinolene,ww,43.582
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,terpinolene,dw,71.541
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,bornyl_acetate,ww,37.452
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,bornyl_acetate,dw,61.478
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,a_terpineol,ww,11.494
1363,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,a_terpineol,dw,18.868
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,B_phelandrene,ww,119.185
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,B_phelandrene,dw,188.522
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,a_pinene,ww,376.245
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,a_pinene,dw,617.61
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,camphene,ww,13.602
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,camphene,dw,22.327
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,B_pinene,ww,603.64
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,B_pinene,dw,990.881
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,X3_carene,ww,110.824
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,X3_carene,dw,181.918
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,myrcene,ww,41.092
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,myrcene,dw,67.453
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,a_terpinene,ww,2.778
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,a_terpinene,dw,4.56
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,limonene,ww,48.946
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,limonene,dw,80.346
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,y_terpinene,ww,2.203
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,y_terpinene,dw,3.616
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,cymene,ww,0.287
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,cymene,dw,0.472
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,terpinolene,ww,35.632
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,terpinolene,dw,58.491
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,bornyl_acetate,ww,25.479
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,bornyl_acetate,dw,41.824
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,a_terpineol,ww,34.674
1367,2019,FFE+EMF,pre_rust,4,ENDO-156,monoterpene,a_terpineol,dw,56.918
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,B_phelandrene,ww,226.393
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,B_phelandrene,dw,364.151
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,a_pinene,ww,416.475
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,a_pinene,dw,683.648
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,camphene,ww,10.536
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,camphene,dw,17.296
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,B_pinene,ww,1047.51
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,B_pinene,dw,1719.5
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,X3_carene,ww,311.111
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,X3_carene,dw,510.692
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,myrcene,ww,80.939
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,myrcene,dw,132.862
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,a_terpinene,ww,7.375
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,a_terpinene,dw,12.107
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,limonene,ww,87.452
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,limonene,dw,143.553
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,y_terpinene,ww,5.364
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,y_terpinene,dw,8.805
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,cymene,ww,0.479
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,cymene,dw,0.786
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,terpinolene,ww,84.387
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,terpinolene,dw,138.522
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,bornyl_acetate,ww,12.739
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,bornyl_acetate,dw,20.912
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,a_terpineol,ww,109.674
1369,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,a_terpineol,dw,180.031
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,B_phelandrene,ww,253.876
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,B_phelandrene,dw,417.138
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,a_pinene,ww,659.962
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,a_pinene,dw,1083.33
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,camphene,ww,16.667
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,camphene,dw,27.358
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,B_pinene,ww,1085.63
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,B_pinene,dw,1782.08
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,X3_carene,ww,250.192
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,X3_carene,dw,410.692
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,myrcene,ww,90.134
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,myrcene,dw,147.956
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,a_terpinene,ww,5.843
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,a_terpinene,dw,9.591
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,limonene,ww,98.851
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,limonene,dw,162.264
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,y_terpinene,ww,4.598
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,y_terpinene,dw,7.547
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,cymene,ww,0.575
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,cymene,dw,0.943
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,terpinolene,ww,81.705
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,terpinolene,dw,134.119
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,bornyl_acetate,ww,29.502
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,bornyl_acetate,dw,48.428
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,a_terpineol,ww,86.303
1371,2019,FFE+EMF,pre_rust,4,ENDO-157,monoterpene,a_terpineol,dw,141.667
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,B_phelandrene,ww,172.211
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,B_phelandrene,dw,271.855
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,a_pinene,ww,407.375
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,a_pinene,dw,668.711
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,camphene,ww,16.475
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,camphene,dw,27.044
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,B_pinene,ww,1047.51
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,B_pinene,dw,1719.5
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,X3_carene,ww,2.395
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,X3_carene,dw,3.931
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,myrcene,ww,59.483
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,myrcene,dw,97.642
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,a_terpinene,ww,1.628
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,a_terpinene,dw,2.673
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,limonene,ww,78.352
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,limonene,dw,128.616
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,y_terpinene,ww,1.149
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,y_terpinene,dw,1.887
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,cymene,ww,0.383
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,cymene,dw,0.629
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,terpinolene,ww,36.877
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,terpinolene,dw,60.535
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,bornyl_acetate,ww,38.41
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,bornyl_acetate,dw,63.05
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,a_terpineol,ww,14.464
1377,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,a_terpineol,dw,23.742
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,B_phelandrene,ww,190.234
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,B_phelandrene,dw,306.289
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,a_pinene,ww,469.636
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,a_pinene,dw,770.912
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,camphene,ww,32.663
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,camphene,dw,53.616
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,B_pinene,ww,1049.14
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,B_pinene,dw,1722.17
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,X3_carene,ww,1.916
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,X3_carene,dw,3.145
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,myrcene,ww,62.261
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,myrcene,dw,102.201
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,a_terpinene,ww,4.502
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,a_terpinene,dw,7.39
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,limonene,ww,84.866
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,limonene,dw,139.308
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,y_terpinene,ww,1.437
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,y_terpinene,dw,2.358
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,cymene,ww,0.287
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,cymene,dw,0.472
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,terpinolene,ww,40.23
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,terpinolene,dw,66.038
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,bornyl_acetate,ww,82.759
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,bornyl_acetate,dw,135.849
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,a_terpineol,ww,100.862
1378,2019,FFE+EMF,pre_rust,4,ENDO-155,monoterpene,a_terpineol,dw,165.566
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,B_phelandrene,ww,114.737
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,B_phelandrene,dw,188.522
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,a_pinene,ww,368.295
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,a_pinene,dw,604.56
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,camphene,ww,24.234
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,camphene,dw,39.78
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,B_pinene,ww,463.602
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,B_pinene,dw,761.006
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,X3_carene,ww,0
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,X3_carene,dw,0
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,myrcene,ww,39.272
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,myrcene,dw,64.465
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,a_terpinene,ww,0
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,a_terpinene,dw,0
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,limonene,ww,49.808
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,limonene,dw,81.761
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,y_terpinene,ww,0
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,y_terpinene,dw,0
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,cymene,ww,0
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,cymene,dw,0
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,terpinolene,ww,26.054
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,terpinolene,dw,42.767
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,bornyl_acetate,ww,33.238
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,bornyl_acetate,dw,54.56
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,a_terpineol,ww,7.95
1379,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,a_terpineol,dw,13.05
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,B_phelandrene,ww,105.631
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,B_phelandrene,dw,171.069
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,a_pinene,ww,461.782
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,a_pinene,dw,758.019
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,camphene,ww,12.835
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,camphene,dw,21.069
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,B_pinene,ww,325.096
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,B_pinene,dw,533.648
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,X3_carene,ww,0
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,X3_carene,dw,0
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,myrcene,ww,39.08
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,myrcene,dw,64.151
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,a_terpinene,ww,2.299
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,a_terpinene,dw,3.774
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,limonene,ww,41.188
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,limonene,dw,67.61
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,y_terpinene,ww,0
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,y_terpinene,dw,0
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,cymene,ww,0.287
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,cymene,dw,0.472
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,terpinolene,ww,24.042
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,terpinolene,dw,39.465
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,bornyl_acetate,ww,24.617
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,bornyl_acetate,dw,40.409
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,a_terpineol,ww,45.498
1384,2019,FFE+EMF,pre_rust,4,ENDO-158,monoterpene,a_terpineol,dw,74.686
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,B_phelandrene,ww,169.519
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,B_phelandrene,dw,277.201
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,a_pinene,ww,526.341
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,a_pinene,dw,863.994
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,camphene,ww,13.41
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,camphene,dw,22.013
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,B_pinene,ww,949.042
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,B_pinene,dw,1557.86
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,X3_carene,ww,88.41
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,X3_carene,dw,145.126
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,myrcene,ww,65.613
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,myrcene,dw,107.704
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,a_terpinene,ww,3.736
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,a_terpinene,dw,6.132
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,limonene,ww,76.149
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,limonene,dw,125
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,y_terpinene,ww,2.586
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,y_terpinene,dw,4.245
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,cymene,ww,0.287
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,cymene,dw,0.472
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,terpinolene,ww,45.785
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,terpinolene,dw,75.157
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,bornyl_acetate,ww,20.115
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,bornyl_acetate,dw,33.019
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,a_terpineol,ww,61.59
1386,2019,Control,pre_rust,1,ENDO-157,monoterpene,a_terpineol,dw,101.101
1388,2019,Control,pre_rust,1,ENDO-157,monoterpene,B_phelandrene,ww,268.989
1388,2019,Control,pre_rust,1,ENDO-157,monoterpene,B_phelandrene,dw,430.975
1388,2019,Control,pre_rust,1,ENDO-157,monoterpene,a_pinene,ww,611.494
1388,2019,Control,pre_rust,1,ENDO-157,monoterpene,a_pinene,dw,1003.77
1388,2019,Control,pre_rust,1,ENDO-157,monoterpene,camphene,ww,27.682
1388,2019,Control,pre_rust,1,ENDO-157,monoterpene,camphene,dw,45.44
