tree_ID,year,treatment,assessment,block,family
1620,2020,FFE,rust_ctrl,4,ENDO-157
1621,2020,FFE,rust_ctrl,4,ENDO-155
1626,2020,FFE,rust_ctrl,4,ENDO-155
1630,2020,FFE,rust_ctrl,4,ENDO-159
1631,2020,FFE,rust_ctrl,4,ENDO-159
1633,2020,FFE,rust_ctrl,4,ENDO-158
1635,2020,FFE,rust_ctrl,4,ENDO-158
1636,2020,FFE,rust_ctrl,4,ENDO-158
1640,2020,FFE,rust_ctrl,4,ENDO-160
1641,2020,FFE,rust_ctrl,4,ENDO-160
1642,2020,EMF,rust_ctrl,1,ENDO-159
1643,2020,EMF,rust_ctrl,1,ENDO-159
1645,2020,EMF,rust_ctrl,1,ENDO-159
1647,2020,EMF,rust_ctrl,1,ENDO-157
1648,2020,EMF,rust_ctrl,1,ENDO-157
1652,2020,EMF,rust_ctrl,1,ENDO-160
1653,2020,EMF,rust_ctrl,1,ENDO-160
1654,2020,EMF,rust_ctrl,1,ENDO-160
1657,2020,EMF,rust_ctrl,1,ENDO-155
1662,2020,EMF,rust_ctrl,1,ENDO-155
1664,2020,EMF,rust_ctrl,1,ENDO-156
1665,2020,EMF,rust_ctrl,1,ENDO-156
1666,2020,EMF,rust_ctrl,1,ENDO-156
1668,2020,EMF,rust_ctrl,1,ENDO-158
1672,2020,EMF,rust_ctrl,1,ENDO-158
1674,2020,EMF,rust_ctrl,2,ENDO-159
1675,2020,EMF,rust_ctrl,2,ENDO-159
1679,2020,EMF,rust_ctrl,2,ENDO-156
1683,2020,EMF,rust_ctrl,2,ENDO-156
1684,2020,EMF,rust_ctrl,2,ENDO-157
1685,2020,EMF,rust_ctrl,2,ENDO-157
1687,2020,EMF,rust_ctrl,2,ENDO-157
1688,2020,EMF,rust_ctrl,2,ENDO-160
1691,2020,EMF,rust_ctrl,2,ENDO-160
1692,2020,EMF,rust_ctrl,2,ENDO-155
1694,2020,EMF,rust_ctrl,2,ENDO-155
1699,2020,EMF,rust_ctrl,2,ENDO-158
1700,2020,EMF,rust_ctrl,2,ENDO-158
1701,2020,EMF,rust_ctrl,2,ENDO-158
1707,2020,EMF,rust_ctrl,3,ENDO-156
1708,2020,EMF,rust_ctrl,3,ENDO-156
1714,2020,EMF,rust_ctrl,3,ENDO-157
1715,2020,EMF,rust_ctrl,3,ENDO-157
1717,2020,EMF,rust_ctrl,3,ENDO-155
1720,2020,EMF,rust_ctrl,3,ENDO-155
1721,2020,EMF,rust_ctrl,3,ENDO-155
1724,2020,EMF,rust_ctrl,3,ENDO-160
1727,2020,EMF,rust_ctrl,3,ENDO-160
1729,2020,EMF,rust_ctrl,3,ENDO-158
1731,2020,EMF,rust_ctrl,3,ENDO-158
1733,2020,EMF,rust_ctrl,3,ENDO-158
1735,2020,EMF,rust_ctrl,3,ENDO-159
1736,2020,EMF,rust_ctrl,3,ENDO-159
1737,2020,EMF,rust_ctrl,3,ENDO-159
1738,2020,EMF,rust_ctrl,4,ENDO-156
1739,2020,EMF,rust_ctrl,4,ENDO-156
1741,2020,EMF,rust_ctrl,4,ENDO-156
1743,2020,EMF,rust_ctrl,4,ENDO-157
1746,2020,EMF,rust_ctrl,4,ENDO-157
1747,2020,EMF,rust_ctrl,4,ENDO-155
1750,2020,EMF,rust_ctrl,4,ENDO-155
1753,2020,EMF,rust_ctrl,4,ENDO-155
1754,2020,EMF,rust_ctrl,4,ENDO-160
1756,2020,EMF,rust_ctrl,4,ENDO-160
1758,2020,EMF,rust_ctrl,4,ENDO-160
1759,2020,EMF,rust_ctrl,4,ENDO-159
1761,2020,EMF,rust_ctrl,4,ENDO-159
1762,2020,EMF,rust_ctrl,4,ENDO-159
1764,2020,EMF,rust_ctrl,4,ENDO-158
1769,2020,EMF,rust_ctrl,4,ENDO-158
1774,2020,FFE+EMF,rust_ctrl,1,ENDO-155
1775,2020,FFE+EMF,rust_ctrl,1,ENDO-155
1776,2020,FFE+EMF,rust_ctrl,1,ENDO-155
1777,2020,FFE+EMF,rust_ctrl,1,ENDO-159
1778,2020,FFE+EMF,rust_ctrl,1,ENDO-159
1779,2020,FFE+EMF,rust_ctrl,1,ENDO-159
1783,2020,FFE+EMF,rust_ctrl,1,ENDO-158
1784,2020,FFE+EMF,rust_ctrl,1,ENDO-158
1785,2020,FFE+EMF,rust_ctrl,1,ENDO-158
1787,2020,FFE+EMF,rust_ctrl,1,ENDO-160
1790,2020,FFE+EMF,rust_ctrl,1,ENDO-160
1792,2020,FFE+EMF,rust_ctrl,1,ENDO-157
1794,2020,FFE+EMF,rust_ctrl,1,ENDO-157
1797,2020,FFE+EMF,rust_ctrl,1,ENDO-156
1800,2020,FFE+EMF,rust_ctrl,1,ENDO-156
1802,2020,FFE+EMF,rust_ctrl,2,ENDO-157
1804,2020,FFE+EMF,rust_ctrl,2,ENDO-157
1807,2020,FFE+EMF,rust_ctrl,2,ENDO-160
1808,2020,FFE+EMF,rust_ctrl,2,ENDO-160
1809,2020,FFE+EMF,rust_ctrl,2,ENDO-160
1810,2020,FFE+EMF,rust_ctrl,2,ENDO-155
1814,2020,FFE+EMF,rust_ctrl,2,ENDO-155
1815,2020,FFE+EMF,rust_ctrl,2,ENDO-155
1819,2020,FFE+EMF,rust_ctrl,2,ENDO-159
1820,2020,FFE+EMF,rust_ctrl,2,ENDO-159
1821,2020,FFE+EMF,rust_ctrl,2,ENDO-159
1822,2020,FFE+EMF,rust_ctrl,2,ENDO-156
1825,2020,FFE+EMF,rust_ctrl,2,ENDO-156
1826,2020,FFE+EMF,rust_ctrl,2,ENDO-156
1828,2020,FFE+EMF,rust_ctrl,2,ENDO-158
1831,2020,FFE+EMF,rust_ctrl,2,ENDO-158
1834,2020,FFE+EMF,rust_ctrl,3,ENDO-157
1835,2020,FFE+EMF,rust_ctrl,3,ENDO-157
1836,2020,FFE+EMF,rust_ctrl,3,ENDO-157
1839,2020,FFE+EMF,rust_ctrl,3,ENDO-155
1844,2020,FFE+EMF,rust_ctrl,3,ENDO-155
1846,2020,FFE+EMF,rust_ctrl,3,ENDO-156
1847,2020,FFE+EMF,rust_ctrl,3,ENDO-156
1848,2020,FFE+EMF,rust_ctrl,3,ENDO-156
1850,2020,FFE+EMF,rust_ctrl,3,ENDO-159
1853,2020,FFE+EMF,rust_ctrl,3,ENDO-159
1855,2020,FFE+EMF,rust_ctrl,3,ENDO-158
1860,2020,FFE+EMF,rust_ctrl,3,ENDO-158
1862,2020,FFE+EMF,rust_ctrl,3,ENDO-160
1863,2020,FFE+EMF,rust_ctrl,3,ENDO-160
1865,2020,FFE+EMF,rust_ctrl,3,ENDO-160
1867,2020,FFE+EMF,rust_ctrl,4,ENDO-160
1870,2020,FFE+EMF,rust_ctrl,4,ENDO-160
1874,2020,FFE+EMF,rust_ctrl,4,ENDO-156
1876,2020,FFE+EMF,rust_ctrl,4,ENDO-156
1877,2020,FFE+EMF,rust_ctrl,4,ENDO-158
1879,2020,FFE+EMF,rust_ctrl,4,ENDO-158
1881,2020,FFE+EMF,rust_ctrl,4,ENDO-158
1886,2020,FFE+EMF,rust_ctrl,4,ENDO-155
1887,2020,FFE+EMF,rust_ctrl,4,ENDO-155
1890,2020,FFE+EMF,rust_ctrl,4,ENDO-157
1892,2020,FFE+EMF,rust_ctrl,4,ENDO-157
1893,2020,FFE+EMF,rust_ctrl,4,ENDO-157
1894,2020,FFE+EMF,rust_ctrl,4,ENDO-159
1896,2020,FFE+EMF,rust_ctrl,4,ENDO-159
1898,2020,Control,rust_ctrl,1,ENDO-160
1899,2020,Control,rust_ctrl,1,ENDO-160
1900,2020,Control,rust_ctrl,1,ENDO-160
1904,2020,Control,rust_ctrl,1,ENDO-158
1907,2020,Control,rust_ctrl,1,ENDO-158
1908,2020,Control,rust_ctrl,1,ENDO-158
1914,2020,Control,rust_ctrl,1,ENDO-155
1915,2020,Control,rust_ctrl,1,ENDO-155
1918,2020,Control,rust_ctrl,1,ENDO-156
1919,2020,Control,rust_ctrl,1,ENDO-156
1921,2020,Control,rust_ctrl,1,ENDO-157
1924,2020,Control,rust_ctrl,1,ENDO-157
1925,2020,Control,rust_ctrl,1,ENDO-159
1927,2020,Control,rust_ctrl,1,ENDO-159
1929,2020,Control,rust_ctrl,1,ENDO-159
1931,2020,Control,rust_ctrl,2,ENDO-155
1934,2020,Control,rust_ctrl,2,ENDO-155
1935,2020,Control,rust_ctrl,2,ENDO-155
1936,2020,Control,rust_ctrl,2,ENDO-159
1939,2020,Control,rust_ctrl,2,ENDO-159
1942,2020,Control,rust_ctrl,2,ENDO-160
1943,2020,Control,rust_ctrl,2,ENDO-160
1944,2020,Control,rust_ctrl,2,ENDO-160
1946,2020,Control,rust_ctrl,2,ENDO-156
1947,2020,Control,rust_ctrl,2,ENDO-156
1951,2020,Control,rust_ctrl,2,ENDO-158
1953,2020,Control,rust_ctrl,2,ENDO-158
1959,2020,Control,rust_ctrl,2,ENDO-157
1960,2020,Control,rust_ctrl,2,ENDO-157
1961,2020,Control,rust_ctrl,2,ENDO-157
1963,2020,Control,rust_ctrl,3,ENDO-159
1965,2020,Control,rust_ctrl,3,ENDO-159
1969,2020,Control,rust_ctrl,3,ENDO-157
1970,2020,Control,rust_ctrl,3,ENDO-157
1971,2020,Control,rust_ctrl,3,ENDO-157
1973,2020,Control,rust_ctrl,3,ENDO-156
1974,2020,Control,rust_ctrl,3,ENDO-156
1976,2020,Control,rust_ctrl,3,ENDO-156
1977,2020,Control,rust_ctrl,3,ENDO-158
1978,2020,Control,rust_ctrl,3,ENDO-158
1981,2020,Control,rust_ctrl,3,ENDO-158
1984,2020,Control,rust_ctrl,3,ENDO-160
1986,2020,Control,rust_ctrl,3,ENDO-160
1989,2020,Control,rust_ctrl,3,ENDO-155
1991,2020,Control,rust_ctrl,3,ENDO-155
1994,2020,Control,rust_ctrl,4,ENDO-155
1998,2020,Control,rust_ctrl,4,ENDO-155
2000,2020,Control,rust_ctrl,4,ENDO-155
2003,2020,Control,rust_ctrl,4,ENDO-157
2004,2020,Control,rust_ctrl,4,ENDO-157
2006,2020,Control,rust_ctrl,4,ENDO-160
2008,2020,Control,rust_ctrl,4,ENDO-160
2013,2020,Control,rust_ctrl,4,ENDO-156
2014,2020,Control,rust_ctrl,4,ENDO-156
2015,2020,Control,rust_ctrl,4,ENDO-156
2019,2020,Control,rust_ctrl,4,ENDO-158
2020,2020,Control,rust_ctrl,4,ENDO-158
2023,2020,Control,rust_ctrl,4,ENDO-159
2024,2020,Control,rust_ctrl,4,ENDO-159
2025,2020,Control,rust_ctrl,4,ENDO-159
